CLAVE_CASILLA;TOTAL_BOLETAS_SOBRANTES;TOTAL_PERSONAS_VOTARON;TOTAL_REP_PARTIDO_CI_VOTARON;TOTAL_VOTOS_SACADOS;PAN;PRI;PRD;PVEM;PT;UDC;MORENA;C_PAN_PRI_PRD;C_PAN_PRI;C_PAN_PRD;C_PRI_PRD;C_PVEM_UDC;NO_REGISTRADAS;NULOS;TOTAL_VOTOS_ASENTADO;TOTAL_VOTOS_CALCULADO;LISTA_NOMINAL;REPRESENTANTES_PP_CI
'050561B0100;0;0;1;0;1;16;SIN DATO;SIN DATO;4;2;14;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;37;74;16
'050562B0100;166;167;0;167;2;63;39;0;12;3;43;0;1;0;1;0;0;4;167;168;317;16
'050563B0100;0;114;2;116;2;25;26;0;31;0;26;1;0;0;0;0;0;4;116;115;211;16
'050564B0100;87;107;4;107;2;54;0;0;12;1;31;1;1;0;0;0;SIN DATO;5;107;107;178;16
'050565B0100;273;362;3;0;9;206;18;2;84;1;31;4;0;0;0;0;0;10;365;365;622;16
'050566B0100;141;195;3;167;1;75;39;SIN DATO;7;2;43;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;167;302;16
'050566E0100;208;217;1;218;3;53;114;1;21;0;17;2;2;0;2;0;0;3;218;218;410;16
'050566E0200;50;121;1;122;2;44;24;2;24;SIN DATO;21;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;4;122;122;156;16
'050567B0100;330;307;1;308;4;140;7;2;97;0;43;2;0;1;1;0;0;11;308;308;622;16
'050567C0100;334;304;1;304;7;137;9;2;66;5;59;5;1;0;0;0;0;13;304;304;622;16
'050568B0100;136;186;0;186;5;86;4;0;31;1;52;2;3;0;0;0;0;2;186;186;306;16
'050569B0100;227;278;3;281;4;158;7;3;20;5;66;2;3;1;0;0;0;12;281;281;492;16
'050569C0100;234;256;2;272;3;144;2;2;64;4;64;4;3;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;290;491;16
'050570B0100;0;0;6;131;4;70;13;1;7;0;23;3;1;0;0;0;2;7;131;131;259;16
'050571B0100;247;285;3;290;9;185;4;2;15;8;49;5;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;13;290;290;520;16
'050571C0100;246;246;1;0;15;166;3;3;22;1;50;4;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;9;273;273;519;16
'050573B0100;156;135;4;139;1;65;1;1;11;0;51;4;0;1;0;0;1;3;139;139;279;16
'050573E0100;119;101;1;102;0;75;0;2;1;0;18;1;1;0;0;0;0;4;102;102;205;16
'050574B0100;101;149;1;149;0;54;3;3;7;5;67;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;10;149;149;234;16
'050575B0100;153;167;0;0;8;87;1;2;15;0;42;2;3;0;0;0;2;5;167;167;304;16
'050576B0100;33;29;2;0;0;28;0;0;0;1;0;0;1;0;0;0;0;1;31;31;48;16
'050577B0100;406;280;4;279;10;134;7;7;49;18;47;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;7;279;279;654;16
'050577C0100;370;297;3;298;6;147;9;8;39;12;60;3;4;0;1;1;2;6;298;298;654;16
'050577C0200;424;258;3;263;7;123;10;5;31;8;62;6;2;1;0;0;0;8;263;263;654;16
'050577C0300;384;284;2;284;7;139;7;7;37;13;53;3;6;0;1;1;0;10;284;284;653;16
'050577C0400;353;312;3;314;13;147;7;14;40;19;55;5;3;0;1;0;0;9;314;313;653;16
'050577C0500;386;283;1;386;9;137;10;5;52;11;50;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;9;283;283;653;16
'050578B0100;320;238;2;248;8;108;6;2;48;9;59;0;0;0;1;0;0;6;248;247;545;16
'050578C0100;342;217;2;219;11;84;6;3;38;9;58;3;1;1;0;0;0;5;219;219;545;16
'050579B0100;293;310;3;310;10;152;15;7;33;6;69;4;3;0;2;0;0;9;310;310;587;16
'050580B0100;0;0;0;0;8;119;13;2;43;10;73;3;4;1;0;0;0;6;282;282;713;16
'050580C0100;418;307;3;310;11;129;14;5;62;8;61;5;4;0;1;1;0;9;310;310;712;16
'050580C0200;394;329;4;334;9;162;20;9;54;6;55;1;3;0;2;2;0;11;334;334;712;16
'050580C0300;383;342;4;345;9;159;17;4;43;12;82;5;3;0;2;0;0;9;345;345;712;16
'050580C0400;397;325;6;331;9;147;19;7;44;4;78;6;5;1;1;0;0;10;331;331;712;16
'050580C0500;404;319;5;324;7;143;17;6;47;9;72;2;2;0;1;1;0;7;324;314;712;16
'050580C0600;419;305;4;309;9;141;17;7;42;7;72;3;4;0;1;0;2;4;309;309;712;16
'050580C0700;424;301;0;301;7;125;24;6;44;16;55;5;3;0;0;0;0;16;301;301;712;16
'050580C0800;413;311;4;315;5;141;26;6;38;7;65;9;3;0;1;0;0;1;315;302;712;16
'050580C0900;430;293;4;298;6;145;15;8;45;7;57;3;3;0;0;0;2;7;298;298;712;16
'050580C1000;401;327;3;312;SIN DATO;185;SIN DATO;20;42;SIN DATO;65;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;15;327;327;712;16
'050580C1100;413;314;1;315;8;144;19;5;41;11;67;6;3;0;1;0;0;10;315;315;712;16
'050580C1200;420;308;0;0;10;151;21;4;37;6;59;6;1;0;1;2;0;11;308;309;712;16
'050580C1300;397;331;0;331;5;148;25;4;52;10;63;8;5;0;0;0;0;11;331;331;712;16
'050580C1400;416;309;3;311;8;139;17;7;35;9;74;0;9;0;1;1;2;9;311;311;712;16
'050580C1500;440;285;4;0;14;135;27;6;42;6;44;5;0;0;2;1;SIN DATO;7;0;289;712;16
'050580C1600;413;311;4;315;8;146;20;2;48;11;53;9;3;0;1;2;0;12;315;315;712;16
'050581B0100;0;0;0;0;15;149;25;8;42;6;76;4;1;SIN DATO;SIN DATO;SIN DATO;2;5;333;333;678;16
'050581C0100;7;348;2;347;11;169;13;8;42;6;87;1;2;0;1;0;SIN DATO;7;347;347;678;16
'050581C0200;0;0;0;0;5;154;14;6;48;10;76;2;2;0;0;2;0;5;322;324;678;16
'050581C0300;373;316;5;321;13;150;19;7;37;14;66;6;2;0;0;0;0;7;321;321;678;16
'050582B0100;238;173;3;176;3;78;5;3;32;1;38;6;1;0;0;1;0;8;176;176;398;16
'050583B0100;305;249;6;246;7;111;6;6;44;6;49;6;6;0;1;0;0;10;252;252;541;16
'050584B0100;237;211;5;216;13;113;7;5;28;5;38;0;0;1;0;0;0;7;216;217;437;16
'050585B0100;0;0;0;0;9;153;15;7;26;12;12;2;4;0;0;0;0;9;309;249;615;16
'050585C0100;336;290;3;295;16;136;13;6;39;8;58;4;2;0;1;0;0;12;295;295;615;16
'050585C0200;329;300;2;303;21;144;7;4;24;7;74;6;3;0;0;1;0;12;303;303;614;16
'050586B0100;369;336;5;343;13;136;26;5;40;12;86;9;5;0;0;1;0;10;343;343;696;16
'050586C0100;381;327;4;331;8;142;33;5;52;10;63;5;0;0;0;2;0;11;331;331;696;16
'050586C0200;378;331;4;1;8;150;15;12;53;7;77;0;2;0;2;1;0;6;333;333;696;16
'050586C0300;355;353;5;365;5;179;22;6;35;12;85;5;2;0;1;0;0;13;365;365;696;16
'050586C0400;362;347;3;348;9;145;30;9;54;10;78;4;3;0;0;0;0;6;348;348;696;16
'050586C0500;377;337;1;337;11;166;14;6;49;12;65;1;3;0;0;0;0;10;337;337;696;16
'050586C0600;374;335;4;338;14;137;22;5;49;10;86;3;1;0;1;0;1;9;338;338;696;16
'050586C0700;387;323;2;327;13;155;9;4;49;9;72;2;4;0;1;0;0;9;327;327;696;16
'050586C0800;389;339;4;339;7;142;19;7;38;5;97;5;4;0;1;0;0;16;339;341;696;16
'050587B0100;375;332;1;333;8;133;26;6;78;8;67;2;2;0;2;0;0;2;332;334;692;16
'050587C0100;390;313;4;317;16;141;13;5;55;7;59;7;5;0;1;0;1;7;317;317;691;16
'050587C0200;0;0;0;351;25;157;24;8;53;16;62;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;6;0;351;691;16
'050587C0300;368;338;1;339;11;152;14;7;65;7;69;2;4;0;1;0;0;7;339;339;691;16
'050587C0400;365;342;0;342;6;159;15;5;62;12;72;3;SIN DATO;SIN DATO;SIN DATO;1;SIN DATO;SIN DATO;0;335;691;16
'050587C0500;0;0;0;0;12;143;22;10;75;18;65;4;4;2;SIN DATO;SIN DATO;SIN DATO;6;0;361;691;16
'050587C0600;356;349;2;351;7;141;17;1;67;10;87;11;2;0;1;1;0;6;351;351;691;16
'050587C0700;372;334;1;335;14;147;8;4;66;14;55;7;4;0;1;2;3;10;335;335;691;16
'050587C0800;378;327;2;327;13;149;9;9;40;11;78;6;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;8;323;323;691;16
'050587C0900;346;358;2;357;12;175;20;6;44;8;74;5;1;0;1;0;2;9;357;357;691;16
'050587C1000;369;336;2;341;12;139;12;8;64;15;65;10;7;0;1;0;0;8;341;341;691;16
'050587C1100;325;382;0;382;6;188;17;2;68;11;79;3;4;SIN DATO;SIN DATO;SIN DATO;SIN DATO;4;382;382;691;16
'050588B0100;610;385;2;388;17;141;8;8;77;16;92;7;2;1;0;1;0;18;388;388;677;16
'050588C0100;338;355;4;0;20;148;16;10;64;11;68;7;2;1;SIN DATO;0;SIN DATO;7;355;354;677;16
'050588C0200;347;340;3;341;117;125;18;3;68;25;82;3;2;0;0;2;0;6;341;451;676;16
'050589B0100;227;189;4;193;6;89;3;1;23;7;60;0;2;0;0;0;0;2;193;193;404;16
'050590B0100;207;204;2;206;8;118;1;1;21;5;41;1;1;0;0;0;2;7;206;206;397;16
'050591B0100;312;320;5;315;19;163;3;3;35;13;67;6;5;0;0;1;0;4;319;319;620;16
'050592B0100;192;193;4;198;6;109;5;5;24;3;33;4;2;0;0;0;0;7;198;198;374;16
'050593B0100;262;249;3;253;31;124;1;3;36;10;36;3;3;SIN DATO;SIN DATO;SIN DATO;SIN DATO;6;253;253;499;16
'050593C0100;236;273;4;277;33;141;5;2;28;13;43;6;2;0;0;0;0;4;277;277;498;16
'050594B0100;323;393;3;395;46;235;6;2;30;9;44;16;3;0;1;1;0;2;395;395;705;16
'050594C0100;344;373;3;377;40;238;2;2;26;4;37;15;5;0;0;0;0;8;377;377;704;16
'050595B0100;245;315;5;320;26;162;3;6;35;18;58;5;3;0;0;2;0;5;323;323;550;16
'050595C0100;241;321;3;324;34;147;10;2;42;8;59;8;6;0;0;1;0;7;324;324;550;16
'050595C0200;239;322;3;323;40;141;8;6;47;11;50;4;4;1;1;2;0;8;323;323;549;16
'050596B0100;321;264;4;0;10;143;7;6;23;9;56;3;2;0;1;0;1;7;268;268;573;16
'050597B0100;0;0;0;318;23;166;6;10;24;16;59;5;3;0;0;0;2;4;318;318;670;16
'050598B0100;274;306;2;308;30;171;4;4;32;6;48;2;5;0;1;0;0;5;308;308;566;16
'050599B0100;208;133;3;136;11;80;3;0;12;5;19;1;1;1;1;0;0;2;136;136;328;16
'050600B0100;295;281;3;283;16;157;3;6;34;12;31;7;4;SIN DATO;2;2;SIN DATO;8;283;282;562;16
'050600S0100;250;766;0;766;45;411;13;7;108;20;124;18;3;0;0;3;0;14;766;766;0;16
'050601B0100;275;345;2;347;24;191;9;3;55;6;41;7;1;0;1;1;0;8;347;347;606;16
'050601C0100;284;334;4;338;26;181;10;7;42;13;45;7;1;1;0;1;0;4;338;338;606;16
'050601C0200;276;345;4;1;27;169;6;3;49;14;52;7;5;0;3;2;0;8;345;345;605;16
'050601C0300;290;328;3;331;21;155;9;4;52;11;56;7;1;0;1;2;0;12;331;331;605;16
'050602B0100;222;170;3;173;8;73;4;7;21;4;41;5;2;0;0;0;0;2;167;167;382;16
'050602C0100;216;178;3;181;12;97;2;3;20;4;32;8;0;0;0;2;0;1;181;181;381;16
'050603B0100;283;231;2;233;19;105;3;2;26;11;47;8;4;0;1;2;0;5;233;233;500;16
'050604B0100;152;103;3;106;0;52;7;3;7;3;26;0;0;0;0;2;0;6;106;106;242;16
'050605B0100;251;185;6;191;13;90;0;4;23;8;40;1;2;1;0;0;0;11;191;193;427;16
'050606B0100;303;321;2;323;52;160;5;4;30;7;51;8;0;0;0;0;0;6;323;323;610;16
'050606C0100;305;317;3;320;39;174;4;6;35;11;42;4;3;0;1;1;0;0;320;320;609;16
'050607B0100;292;268;5;268;13;131;7;3;32;8;52;12;0;0;0;0;0;10;268;268;533;16
'050608B0100;300;297;3;300;14;142;6;6;36;12;74;3;1;0;0;0;0;6;300;300;583;16
'050609B0100;250;179;1;180;2;77;11;4;25;4;46;5;0;0;1;0;0;5;180;180;414;16
'050609C0100;207;220;2;222;2;108;10;6;32;9;46;3;1;0;0;0;0;5;222;222;414;16
'050610B0100;350;303;2;0;8;122;9;10;24;3;ILEGIBLE;2;2;0;0;0;0;13;267;193;639;16
'050610C0100;343;326;3;0;25;143;12;7;39;13;86;8;3;0;0;1;0;6;343;343;638;16
'050612B0100;282;364;3;364;43;169;2;8;46;13;59;14;7;0;0;0;0;3;364;364;632;16
'050612C0100;285;358;5;363;30;170;7;5;46;13;74;7;4;0;1;0;0;6;363;363;632;16
'050612C0200;267;380;4;380;37;185;9;4;47;14;68;10;0;0;0;0;0;0;380;374;631;16
'050612S0100;226;790;0;790;48;443;15;3;119;23;114;9;5;0;0;0;0;11;790;790;0;16
'050613B0100;265;266;4;270;9;123;7;13;35;5;62;3;0;0;0;1;0;12;270;270;519;16
'050613C0100;237;293;4;298;11;131;6;6;56;11;59;2;1;0;3;1;0;11;298;298;519;16
'050613C0200;0;0;5;0;14;132;4;8;35;7;64;8;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;5;277;277;518;16
'050614B0100;270;280;1;281;7;139;5;3;45;10;57;6;2;0;1;0;0;6;281;281;535;16
'050614C0100;273;275;3;0;8;153;2;3;37;9;49;2;5;1;3;1;0;5;278;278;535;16
'050615B0100;394;308;3;311;9;157;8;3;33;7;80;3;0;0;0;3;0;8;311;311;689;16
'050616B0100;311;266;2;268;10;126;12;5;42;4;54;5;3;0;1;0;1;5;0;268;563;16
'050617B0100;0;191;3;194;11;100;0;2;30;4;33;6;3;0;1;0;0;4;194;194;401;16
'050617C0100;226;188;2;0;10;90;4;4;24;2;47;4;2;0;0;0;0;3;190;190;400;16
'050618B0100;270;296;1;297;10;148;7;5;48;11;57;0;2;1;0;0;0;8;297;297;554;16
'050618C0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;554;16
'050618C0200;0;0;0;248;7;156;7;5;6;5;41;5;2;0;1;1;0;12;248;248;554;16
'050619B0100;370;368;6;374;6;203;6;4;49;5;79;3;3;0;2;0;0;14;374;374;728;16
'050620B0100;0;310;4;0;10;154;12;9;46;10;49;6;2;0;0;2;0;9;319;309;584;16
'050620C0100;304;296;0;0;9;151;14;0;26;7;62;0;4;0;1;1;0;13;288;288;584;16
'050621B0100;252;288;5;293;18;138;14;2;49;3;51;4;4;0;0;2;0;8;293;293;529;16
'050621C0100;268;277;0;277;12;126;18;5;52;3;49;2;4;SIN DATO;SIN DATO;1;SIN DATO;5;277;277;529;16
'050621C0200;257;289;0;289;12;138;14;8;52;4;48;3;3;0;0;0;0;8;289;290;529;16
'050622B0100;308;347;3;0;16;175;6;4;61;13;54;6;5;1;SIN DATO;SIN DATO;SIN DATO;6;347;347;642;16
'050622C0100;0;0;0;346;16;204;2;4;40;12;54;5;2;1;1;SIN DATO;SIN DATO;5;346;346;641;16
'050622C0200;328;326;3;329;14;170;10;11;59;12;45;0;3;0;0;1;1;3;329;329;641;16
'050622C0300;306;346;5;351;7;187;5;11;47;17;49;5;6;SIN DATO;SIN DATO;1;SIN DATO;16;351;351;641;16
'050622C0400;316;341;3;341;7;185;8;6;49;10;56;3;5;0;0;3;0;9;341;341;641;16
'050622C0500;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;641;16
'050623B0100;306;383;4;387;17;175;13;11;82;12;65;4;1;0;0;1;0;6;387;387;677;16
'050623C0100;0;367;4;371;20;164;9;9;70;15;71;2;2;0;0;0;0;9;371;371;676;16
'050623C0200;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;676;16
'050623C0300;332;357;3;360;14;159;11;9;62;17;65;11;0;0;0;SIN DATO;SIN DATO;11;360;359;676;16
'050623C0400;0;0;0;366;15;153;7;17;68;18;72;7;2;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;366;359;676;16
'050623C0500;350;340;1;0;10;158;12;5;54;17;70;6;2;0;1;1;0;6;342;342;676;16
'050623C0600;337;353;2;355;13;181;8;4;52;11;66;9;2;1;1;2;0;5;355;355;676;16
'050623C0700;321;371;0;371;17;164;11;9;62;29;68;4;SIN DATO;SIN DATO;SIN DATO;2;SIN DATO;5;371;371;676;16
'050623C0800;328;354;6;360;17;162;9;9;54;19;70;8;SIN DATO;SIN DATO;SIN DATO;1;SIN DATO;11;0;360;676;16
'050623C0900;331;359;2;361;24;158;20;14;55;16;53;7;3;1;0;0;0;10;361;361;676;16
'050624B0100;280;292;3;0;18;127;8;4;63;4;55;11;1;0;0;0;0;5;296;296;560;16
'050624C0100;296;276;4;280;13;144;6;6;40;1;59;3;2;0;2;0;0;4;280;280;560;16
'050625B0100;225;215;4;219;11;97;6;6;34;6;47;6;0;0;0;0;0;6;219;219;428;16
'050625C0100;250;189;4;193;9;98;2;6;23;11;30;6;1;1;0;1;SIN DATO;5;193;193;427;16
'050626B0100;202;239;5;244;8;115;2;8;47;8;46;0;0;0;0;0;0;10;244;244;430;16
'050626C0100;208;235;235;0;16;113;3;3;44;7;47;2;SIN DATO;1;SIN DATO;1;SIN DATO;1;238;238;430;16
'050627B0100;269;276;5;281;11;125;9;7;45;12;59;8;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;5;281;281;534;16
'050627C0100;282;265;3;268;11;111;11;3;53;8;56;5;1;0;2;2;0;5;268;268;534;16
'050627C0200;0;259;286;0;14;52;5;7;45;5;55;9;0;0;1;0;SIN DATO;5;285;198;533;16
'050628B0100;318;394;2;396;18;147;8;14;98;13;79;6;2;0;1;1;0;9;396;396;698;16
'050628C0100;377;335;1;335;20;150;5;8;71;13;51;3;3;0;0;2;0;9;335;335;697;16
'050629B0100;288;257;4;261;8;125;7;4;28;8;64;7;2;1;1;0;0;6;261;261;534;16
'050630B0100;368;365;1;364;9;199;4;12;50;9;60;4;3;0;0;0;0;14;364;364;716;16
'050630C0100;334;396;2;398;6;210;10;11;45;16;79;1;1;0;0;2;0;17;398;398;716;16
'050630C0200;338;388;388;388;11;217;8;8;50;9;72;6;1;0;0;0;0;5;388;387;716;16
'050631B0100;329;375;3;378;14;192;20;4;44;6;76;3;3;0;0;0;0;16;378;378;691;16
'050631C0100;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;691;16
'050632B0100;290;410;3;408;28;161;12;12;72;10;100;7;1;0;3;1;SIN DATO;1;408;408;684;16
'050632C0100;338;361;1;362;23;163;8;5;71;12;65;5;3;0;0;0;1;6;362;362;683;16
'050633B0100;389;327;3;330;16;143;13;6;55;15;61;5;3;0;2;0;0;11;330;330;703;16
'050633C0100;388;328;3;331;11;174;17;2;44;9;51;3;3;0;0;1;0;16;331;331;703;16
'050633C0200;389;325;5;330;13;157;10;7;53;7;69;1;3;0;2;0;0;8;330;330;703;16
'050633C0300;370;345;4;349;13;172;9;6;48;7;68;4;5;0;0;0;1;16;349;349;703;16
'050633C0400;413;299;7;306;18;139;7;10;45;9;55;2;4;0;0;1;0;16;306;306;703;16
'050633C0500;366;349;3;352;15;166;10;9;40;17;74;6;0;0;0;1;0;14;352;352;703;16
'050633C0600;380;334;5;339;13;154;15;7;50;8;73;3;9;1;3;0;0;3;339;339;703;16
'050633C0700;405;306;4;315;8;156;7;4;59;14;54;0;1;0;0;0;0;12;315;315;702;16
'050633C0800;388;324;6;326;9;151;10;5;57;12;66;SIN DATO;3;SIN DATO;2;SIN DATO;SIN DATO;11;326;326;702;16
'050633C0900;365;351;3;351;17;151;8;11;72;9;64;2;9;0;2;0;1;5;351;351;702;16
'050633C1000;398;316;4;311;13;132;11;7;58;8;67;4;2;1;2;0;0;6;311;311;702;16
'050633C1100;404;312;2;0;20;159;4;5;38;4;73;2;1;SIN DATO;1;SIN DATO;SIN DATO;9;316;316;702;16
'050633C1200;383;333;1;0;14;159;9;5;52;10;66;7;3;0;0;1;0;8;333;334;702;16
'050633C1300;0;0;0;0;13;147;7;6;45;3;68;3;2;0;0;0;0;12;306;306;702;16
'050633C1400;369;346;3;348;13;148;5;6;61;12;64;3;7;1;1;1;0;26;348;348;702;16
'050634B0100;323;278;3;281;18;120;9;7;47;9;60;4;2;0;1;0;1;3;281;281;588;16
'050635B0100;376;330;3;333;13;175;21;8;36;10;57;3;2;1;0;1;0;6;333;333;693;16
'050635C0100;400;304;5;309;4;164;6;4;50;7;60;1;2;0;2;3;0;6;309;309;693;16
'050635C0200;385;322;2;324;10;157;13;7;43;6;76;1;2;0;0;0;0;9;324;324;693;16
'050635C0300;346;363;0;363;10;182;14;6;44;16;70;1;4;0;3;0;0;13;363;363;693;16
'050635C0400;373;335;3;0;16;168;6;8;42;9;69;2;ILEGIBLE;ILEGIBLE;1;2;ILEGIBLE;12;335;335;692;16
'050635C0500;369;339;4;339;7;174;11;7;37;16;72;3;3;1;0;1;0;7;339;339;692;16
'050636B0100;253;232;3;235;13;96;2;7;38;9;61;4;0;0;1;0;0;4;235;235;472;16
'050636C0100;247;237;4;241;11;108;7;7;28;7;61;0;1;0;0;0;0;11;241;241;472;16
'050637B0100;221;188;3;191;10;88;1;4;22;3;54;2;1;SIN DATO;SIN DATO;SIN DATO;SIN DATO;6;191;191;396;16
'050637C0100;190;218;3;221;4;106;3;5;28;9;49;1;3;1;0;1;0;11;221;221;395;16
'050638B0100;345;393;5;398;10;178;14;6;69;15;92;3;5;0;0;0;0;6;398;398;727;16
'050638C0100;391;348;4;352;15;169;18;7;46;17;62;4;2;0;1;1;0;10;352;352;727;16
'050638C0200;381;354;6;359;12;152;17;10;43;17;86;3;1;2;1;1;SIN DATO;11;359;356;727;16
'050638C0300;404;335;4;339;12;184;14;3;41;14;59;1;2;0;1;1;0;7;339;339;727;16
'050638C0400;391;351;0;0;9;179;11;7;46;13;75;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;12;351;352;726;16
'050639B0100;406;360;1;360;17;175;13;8;35;10;80;7;2;1;0;1;SIN DATO;11;360;360;746;16
'050639C0100;396;365;0;365;10;161;6;7;48;10;101;2;5;0;2;1;1;11;365;365;745;16
'050640B0100;300;289;4;293;4;130;8;6;38;12;72;5;4;0;0;0;0;14;293;293;577;16
'050640C0100;292;289;3;292;11;136;11;7;36;9;67;0;0;0;1;0;0;8;292;286;577;16
'050640C0200;315;272;5;277;11;114;9;12;43;5;67;4;2;0;0;3;SIN DATO;3;277;273;576;16
'050640C0300;273;319;1;0;10;152;7;8;35;4;76;0;4;0;2;2;0;17;319;317;576;16
'050641B0100;339;377;2;379;10;155;6;8;45;15;115;2;2;0;2;1;0;18;379;379;709;16
'050641C0100;377;346;1;346;10;159;9;7;43;10;85;9;0;0;0;1;0;12;341;345;709;16
'050641C0200;358;367;0;367;22;156;8;4;34;11;97;6;4;1;3;1;0;20;367;367;709;16
'050642B0100;194;184;1;173;7;127;2;0;11;5;8;3;3;0;0;0;0;7;173;173;364;16
'050643B0100;131;106;1;107;2;72;0;4;6;1;17;2;0;0;0;0;0;3;107;107;222;16
'050643E0100;71;84;3;87;3;42;2;2;7;0;23;1;1;0;1;1;0;4;87;87;142;16
'050644B0100;139;160;3;163;6;98;4;3;7;3;31;4;4;0;0;0;0;3;163;163;286;16
'051548B0100;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;Sin Acta;472;16
'051548C0100;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;SIN DATO;0;471;16
'051549B0100;217;231;3;235;5;129;3;5;33;2;46;3;0;0;0;0;0;9;233;235;432;16
'051549C0100;239;206;2;204;3;115;6;5;25;4;30;2;2;0;1;1;0;10;204;204;431;16
'051550B0100;346;299;1;300;11;159;15;7;44;8;41;2;3;0;1;1;0;8;300;300;630;16
'051550C0100;332;310;4;314;10;139;15;5;46;12;72;6;2;0;0;0;0;7;314;314;630;16
'051550C0200;330;309;6;315;12;159;11;11;40;10;65;SIN DATO;1;SIN DATO;1;0;0;5;315;315;629;16
'051550C0300;342;300;3;303;8;135;17;2;48;11;62;8;0;0;0;0;1;11;303;303;629;16
'051551B0100;242;323;3;326;17;172;10;7;39;10;56;4;5;0;1;0;0;5;326;326;552;16
'051552B0100;264;271;2;274;8;126;13;9;49;13;39;4;2;0;1;0;0;10;274;274;522;16
'051552C0100;256;276;3;279;17;135;16;9;35;8;50;3;2;0;0;0;0;4;279;279;521;16
'051553B0100;0;0;0;0;4;124;4;8;33;9;43;1;1;0;1;0;SIN DATO;9;0;237;402;16
'051553C0100;198;215;3;217;4;113;6;5;30;9;42;1;2;0;2;0;0;3;217;217;402;16
'051554B0100;245;309;4;309;9;166;6;5;46;10;52;8;0;0;0;1;SIN DATO;6;309;309;538;16
'051554C0100;244;305;4;0;6;174;12;4;47;9;54;0;0;0;0;0;0;3;309;309;537;16
'051555B0100;284;327;4;327;6;170;6;3;64;11;52;3;2;0;0;0;0;10;327;327;595;16
'051555C0100;296;312;3;0;7;162;8;11;41;8;63;1;5;SIN DATO;SIN DATO;SIN DATO;SIN DATO;9;315;315;595;16
'051556B0100;310;335;5;335;10;186;11;9;39;4;54;2;8;1;1;0;0;10;335;335;631;16
'051557B0100;203;229;2;233;5;115;10;2;29;4;53;2;3;0;2;0;0;8;233;233;419;16
'051557C0100;0;0;0;210;12;104;8;3;35;5;32;SIN DATO;SIN DATO;SIN DATO;1;1;SIN DATO;9;0;210;419;16
'051558B0100;169;227;5;233;8;116;1;7;30;10;50;3;0;0;1;1;0;6;233;233;384;16
'051558C0100;194;204;0;205;7;105;3;4;31;5;39;1;1;0;0;0;0;9;205;205;384;16
'051559B0100;343;316;3;0;3;170;22;7;41;9;48;9;3;0;1;1;0;9;323;323;642;16
'051559C0100;329;326;3;327;14;176;17;6;43;6;53;0;1;0;0;0;0;11;327;327;642;16
